id,tweet_id,content,concerns
139,1284891321212243970t,@HumzaTime @thosejays @ant__76 @CP24 I'm not willing to take a rushed vaccine.. which could do the same to organs or worse than covid!,rushed 
140,1322836000373170182t,@piersmorgan A vaccine will take years to distribute and even then it won't eradicate covid. This will go on for another two years or so I suspect. Thiugh if you're first in the queue to take a new vaccine then you need your head checking,unnecessary ineffective 
141,1359554795795800064t,"@fact_covid @JuliaHB1 @BorisJohnson Not overly worried about people who won’t have the jab. Put them at the back of the queue - there are plenty more waiting for it who will gladly take their place. Then bring in vaccine passports for holidays, pubs, shops etc and watch the panic.",mandatory 
142,1298066234118873088t,@profmarcy @JeffDr7 @jimcramer Bless your heart. Science says a vaccine with 50% effectiveness is about the best we can hope for. Like the flu. Seems like you're in for the long haul.,ineffective 
143,1364620887367045126t,"If you've had a #covid19 'vaccine' (2doses), you are as 'protected' as you can be, from a virus with a +99% survival rate. 0.00005% risk to children and 0.05% risk to someone healthy <65.  To insist healthy 'unvaccinated' people should face restrictions is abhorrent. #NoVaxports",unnecessary 
144,1334085299945807873t,"Imagine if the covid vaccine has a side effect that activates years down the line, then what?🤷‍♂️",side-effect 
145,1288250485812727814t,"Trump WH gave $1.6 billion for vaccine development to Novavax, a small company with no known expertise in vaccine development and who has never brought a vaccine to market in its over 30-year history. #COVID19 #Coronavirus #COVID #Pandemic2020 #Pandemic #CoronavirusPandemic",pharma political 
146,1349862278003355650t,"@CDCgov @pfizer @GovCanHealth If any of the vaccine really works then why vaccinated travelers are also forced to take COVID test prior to their flight? FDA authorized to use vaccine, but what the vaccine good for? NOTHING#",mandatory 
147,1355189530953994250t,"FFS Can somebody put the Millions of over 65s who’ve been #Vaccinated with the @AstraZeneca #Vaccine at ease, by showing the Data German officials say AstraZeneca vaccine shouldn't be given to over 65s @SkyNews @BBCNews @LBC #C4news #Newsnight https://t.co/uIQsQKogqS",none
148,1287950674819289089t,"@TomFitton @realDonaldTrump Then why do we need a vaccine for the Chinese Virus if Hydroxychloroquine works, Mr. President? 🤔",country 
149,1285507815545753600t,@10DowningStreet @BorisJohnson Flu jab intereferes with covid making it worse...look at you in aprile! #noway vaccines are NEVER #SAFE,none 
150,1327707341316231169t,"@wolfblitzer @DoNotTrustTrump @realDonaldTrump @JoeBiden @realDonaldTrump doesn’t care, he has already killed almost 250,000 Americans and wants to make money off of a poison Pfizer vaccine that will kill even more Americans they way Pfizer gave cancer to Americans with Zantac",political 
151,1255184649262780416t,"I love how its says...""live longer and save lives"" and that vaccines are a ""human right"" ... God the lies...we have over 95% vaccination rates...yet over 54% children is the US are chronically ill- but guess in the Twilight Zone this makes sense https://t.co/dfiWrR8jQK",side-effect 
152,1363924500652437510t,@JamesDalyMP @MattHancock It is an experimental vaccine only authorised for emergency use. It is illegal under international law to coerce people into taking it This country needs to move on and open up but Johnson wants CV19 to drag on 99.9% of healthy <60s fully recover - do not need a vaccine,unnecessary mandatory 
153,1355323310251204608t,They really are going all out trying to convince folks that 66% efficacy in that Johnson & Johnson vaccine is somehow just as good as the ones with 95% efficacy. And watch that 66% vaccine go to everybody poor and darker than light khaki. #COVID19 https://t.co/zEDZWWZyiD,ineffective 
154,1365490787585253388t,"There are 3 vaccines for Covid19. one maker says you’ll need 1 of their shots, one maker says you’ll need 3 of their shots. This vaccine shit is a joke. Private companies are now making covid19 vaccines to jab you with.",pharma 
155,1398551916603449345t,@pratyasharath @suresshgovindan They want to help Pfizer to get into the country. Meanwhile I don't want to imagine why anyone would want to inject an mRNA vaccine into a child who might have to face the consequences for another 70 years. It is not clear what mRNA vaccines can do on a long enough timeline.,unnecessary side-effect 
156,1404355214233178114t,"#Johnson also said... do not rely on #vaccines alone ...All of a sudden the #vaccines are not addressing #Delta nor I suspect any other variant or mutation which will undoubtly appear ? Perhaps.. the simple 2 metre rule, washing hands & isolation.. was the key for this virus ?",conspiracy side-effect 
157,1366165930636546049t,Johnson and Johnson knowingly put asbestos in talcum power for decades is now expected to come up with a covid vaccine with only a few months of research.,ingredients 
158,1353492708623527937t,"@Pabc7p @BBCNews You do know that vaccines take 10 years to be studied correct we don't know any side effects yet there's no evidence. Go take your vaccine nobody's telling you not to do it. But I'm not going to do it, until there's clear evidence. Stupid",rushed side-effect 
159,1299707889657892864t,"This is long. But full of truth, I started and thought this is boring as shit. Then everything started to make sense. Who push vaccine's and why? We already know.",none
160,1378475501556219909t,"COVID certificates/passports should not be a thing for domestic events. I understand their place for international travel, but, for example, my pregnant wife cannot have the vaccine. Everytime she wants to go to the football (as a season ticket holder) /1",mandatory 
161,1340062216394076160t,"You know, for all the positive talks about the COVID-19 Vaccine, if something goes wrong, you can't sue? I was on the fence, but now I'm gonna pass. https://t.co/pGApFCPcTy",pharma 
162,1374648388541636609t,@doctor_oxford Hi from Germany. If it wasn’t greed why aren’t you exporting vaccine to countries that haven’t even vaccinated everyone over 80 yet like Germany or any other country? Why are you getting vaccine from the EU? Greed is most certainly the reason why you’re getting it,none
163,1341591707171827712t,"So 3,150 out 112,807 people who rec'd vaccine or 2.8% were ""incapacitated"" after 1st shot (i.e., unable to perform normal daily activities, unable to work, required care from doctor or health care professional). How does that compare to COVID death rate of people <60 yrs old?",side-effect 
164,1293514182357217280t,"@Dusklikethunder Russian cocktail? No thanks. And BTW, it’s super curious that Russia was one of the last nations to be “infected” but the first to roll out a “vaccine”. . . Anybody else thinking this?",country 
165,1374091246793338888t,"@LeighBu08049508 @butler_rozagirl @shanrichardson2 Just hope one day you realise what’s going on n stop slagging others off for standing up for their opinion. Not anti vax by any means but there’s a limit when you get force fed constant lies and manipulation. There trying to divide us, black white, left right, pro & anti vaccine",mandatory 
166,1374135231855407106t,"@Emilee_Fannon @SenRonJohnson There is something STRANGE about COVID-19. I think it's something that Trump created, don't believe that he ever had it, don't believe he was vacinated for it. something weird is going on, that is why a lot of Blacks are afraid of the vaccine. Trump's vaccine!",political 
167,1364504050083897348t,@goodfoodgal Absolutely frightening times. Forcing an untested vaccine on the public. Just crazy. I hope this shit isn't forced I'm Australia.,mandatory rushed 
168,1255878329070125057t,@beisgovuk @DHSCgovuk @UniofOxford @AstraZeneca Maybe Bill Gates could be the first to test it out,pharma rushed 
169,1266165153600548864t,"The C19 Vaccine bottom line: $$$ from insider trading. Moderna chief medical officer makes 18mill after hyping 'success' , sells out and currently holds zero Moderna stock. 3 out 15 have grade 3 severe reactions requiring hospitalization, ie 20%. https://t.co/GnQSjR8m2t",side-effect 
170,1365672129111425033t,@dunn0788 @PoliticsForAlI @thetimes They can see all the deaths and side effects from the vaccine that why they are not taking it,side-effect 
171,1287703285953175552t,"Could Trump's October surprise be the false claim of a miracle vaccine?.that eradicates the virus for everyone and will be available after the first of the year and reopens schools and the economy 100%? He's not above a short-term lie, is he? OK, that's a rhetorical question. lol",political 
172,1291657231709216769t,COVID IS REALLY AN INTELLIGENCE TEST HOW CAN ANYBODY BE STUPID ENOUGH TO THINK OVERNIGHT EVERYBODY IN THE ENTIRE WORLD IS SICK & NEEDS TESTING MASKS & VACCINES? MOST PEOPLE WHO TEST POSITIVE FEEL FINE & ARE NOT SICK WHAT A FEAR PSYOP ON HUMAN RACE EVERYONE IS BRAINWASHED SO SAD https://t.co/BD1gABClEW,conspiracy 
173,1350134723834687488t,@GreatGameIndia Convulsions After Receiving The #COVID19 | January 14 - This is what the Pfizer covid19 vaccine has done to my Mom. Everyone please pray for her. She was admitted to the hospital https://t.co/FHquVoACol,side-effect 
174,1343560733229891585t,"@ianhughscott If the vaccine doesn't prevent transmission of the virus but prevents death from covid (but not from comorbidities obviously) how will we know if it works based on the way deaths have been reported? People will still die with Covid, right?",side-effect ineffective 
175,1352698571477241856t,he did not die of COVID but complications related to the vaccine. And that’s why we need to be careful. Con mucho cuidado mami ⚾️,side-effect 
176,1451985655249215492t,@pfizer Are you working on a vaccine for those of us allergic to the ingredients in the present vaccine?,side-effect 
