content,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"@MonicaFibonacci I wondered at the news Pfizer is delivering directly to 14 vaccine sites. They also implies that they had control over who was on the priority list Of all #TrudeauLiedPeopleDied contracts, did it have the most kickback or most cancellation fees. #NotThisVaccine",0,0,1,0,0,0,0,0,1,0,0,0
The ugly truth Ms Clinton is that vaccines are loaded with toxic chemicals. This has been proven by whistle blowers at the CDC and of course the one out of five children that are perfectly normal until taking the vaccine and then they develop neurological disorders.,0,0,0,0,0,0,0,1,1,0,0,0
@99freemind I was looking for that study too. Refused flu vaccine (as I always do) for daughter and her doctor wanted a reason. I said research on covid risks and symptoms and she did not believe me. I wanted to send her link.,0,0,0,0,0,0,0,0,0,0,0,1
I have the pfizer vaccine and now am experiencing slight discomfort in my arm. Don't get the vaccine not worth it,0,0,0,0,0,0,0,0,1,0,0,0
#Vaccine panic: Japan suspends Moderna batch after 'black particles' discovered in vials https://t.co/XGIJU4uf1C https://t.co/ixrun6jvkI,0,0,0,0,0,0,0,1,0,0,0,0
Question to all doctors. How much £ are you being paid for each vaccination? This is not caring for your patients? You are farming them You know a pandemic is judged by deaths not cases & as a medical professional you must also be aware that the PCR tests are not fit for purpose,0,0,1,0,0,0,0,0,0,0,0,0
@TheTahirSarwar Add to that bio warfare. There is no doubt in my mind that covid was deliberately released. And the western vaccines are in the main responsible for mutations. Our stupid elite are rushing for moderna because theyve bought the fear.,0,0,0,1,0,0,1,0,1,0,0,0
"TOKYO, JAPAN: Multiple news companies including Reuters and The Jerusalem Post have reported that Japan’s health ministry said on Tuesday a woman in her 60s died after receiving a Pfizer Covid vaccine, adding that the cause of death was not yet certain. https://t.co/XMq7XbIZEJ",0,0,0,0,0,0,0,0,1,0,0,0
@AdamKaraNO @miikae That's why I am advising my daughter against having the vaccine. She has been diagnosed with autoimmune problems. Hope she's ok! Best wishes!,0,0,0,0,0,0,0,0,1,0,0,0
"@DonnyDeutsch There is REAL evidence that virus is weakening around the world. More scientists are now saying this. If Covid 19 ""disappears"" (like SARS did) Trump will win and we will deserve it. NO ONE BELIEVES WE ARE GETTING A VACCINE. We may not need one. Journalism is dead.",1,0,0,0,0,0,0,0,0,0,0,0
Live Organisms in Pfizer Covid Vaccine and Covid Tests – Worm-like living fibers and Organisms https://t.co/u4v0BEiUhq WAY OUT THERE — SCI FI STUFF IS IT REAL,0,0,0,0,0,0,0,1,0,0,0,0
Pfizer the covid shot they intend to give YOUR child! https://t.co/cWqHtIXAAJ,0,0,0,0,0,0,0,0,0,0,0,1
@ConwayRober @BornLondoner @DPJHodges You need to hurry up & wonder a bit quicker & start believing your eyes & ears. Here are Answers: WEF-Great Reset UN Agenda 21/Agenda 2030 Depopulation through mandatory vaccine Kill the old & ill to breed a smaller/stronger population Assess how far people will go (masks),0,0,0,1,0,0,0,0,0,0,0,0
Singapore vaccine will be free for all adult citizens and long term residents .. Good. Recommended but not Mandatory.. Fine PM to take vaccine first group to prove safety.. OK. First lot to get #PfizerVaccine .. dyatt tere ki https://t.co/3em3SbwNCl,0,1,0,0,0,0,0,0,0,0,0,0
"If the whole Covid schema is a SCAM (as the producer of tests R. Hodkinson said) how can you possibly do a ""classical vaccine"" as previous? ⚡️💉 YOU CAN'T 💉⚡️ Hence is all synthetic and pure gene-therapy! GMO-humans. https://t.co/8KNjFbhVCD",0,0,0,1,0,0,0,1,0,0,0,0
"So with common sense, if the virus they have no cures for they put in your body thru vaccination lies dormant, where is it going? Its regenerating itself, much like how you do when you sleep then wake up. A virus they putting in you that has no cure. Where is the virus going?",0,0,0,0,0,0,0,0,0,1,0,0
"HAHAHHA 😂🤣🤣  The front line workers don't want the life-saving vaccine.   The front line workers have to be ""encouraged"" to take the life-saving vaccine.   HAHAHA 😂😂😂",0,0,0,0,0,0,0,0,1,0,0,0
"@zeynepyenisey After the vaccine, we can still transmit the virus. So herd immunity is unlikely. The vaccine basically just lessens symptoms. So the benefit is to the one vaccinated only.",0,0,0,0,0,0,0,0,0,1,0,0
"The CDC reports on it's website that of the 112,807 people in the UK who received the Pfizer vaccine, 3,150 experienced ""health impact events"", which they defined as ""not being able to perform normal daily activities"". That's almost 3%. And they are still marketing this?",0,0,0,0,0,0,0,0,1,0,0,0
"@CryptoCobain No Pfizer vaccine for me but the FISA vaccine I’m cool with that. Agents from ccp have infiltrated everything btw, over 100 agents at Pfizer alone.",0,0,1,0,0,0,0,0,0,0,0,0
"@CMO_England Thousands of deadly viruses out there and can infect and potentially kill people, take your pick. Why all this when over 99.9% of people don't need a vaccine for covid?",1,0,0,0,0,0,0,0,0,0,0,0
"@mgmgomes1 @MarkReady47 From what I understand, the vaccines won't stop you getting covid. Are you okay with accepting a vaccine that hadn't been fully tested? Are you okay with a vaccine for which the maker accepts no liability if you suffer side effects, a number of which have been reported already?",0,0,0,0,0,0,0,0,0,1,0,0
But they said there is no vaccine yet where will this one come from? #StoptheNCDCBill,0,0,0,0,0,0,0,0,0,0,0,1
@BusyDrT Gaslighting. Dr. F is systematically ignoring science to peddle failing drug Remdesivir en route to pimping mRNA experimental vaccine Moderna. Would be nice if he stopped harping about his #fakescience and declared his financial interests in Gilead and Moderna instead.,0,0,1,0,0,0,1,0,0,0,0,0
"The Covid-19 vaccine might be effective, but for how long and what about new strains?. The vaccines are here to stay ..... and the pharmaceutical companies know that.. that's the tweet",0,0,0,0,0,0,0,0,0,1,0,0
"@SkyNewsThomas No chance, a rushed vaccine, made by criminals 🤦🏻‍♂️ #AstraZeneca lawsuits.",0,0,1,0,0,0,1,0,0,0,0,0
"@kjgillenwater I’ve never gotten a flu shot, and now that the FDA is investigating the use of cancer-ridden human DNA in those shots I’m pretty glad I didn’t. I won’t be taking the COVID-19 rush-to-market vaccine either.",0,0,0,0,0,0,1,1,0,0,0,0
"@Bowie531967 @Danny86mcfc @BorisJohnson A vaccine is a good help, but pointless if the there is shit still in the water (Polio for example).",1,0,0,0,0,0,0,0,0,0,0,0
"COVID-19 is not a natural virus. It is man made with sections of other virii in its RNA. Including H1N1. ""Survival of the fittest"" means those that adapt best, survive. ""Strength"" has nothing to do with it. Dont assume a vaccine is the answer. Research the SARS vaccine history.",0,0,0,0,0,0,0,0,1,0,0,0
"@Reuters_Health Former UK Pfizer VP science officer Michael Yeadon: “Ppl r now changing laws of immunology, which simply shouldn't happen. smthng very smelly is going on.”“For those over 80, a vaccine might give them a few more months of life. Nobody else needs this vaccine.”",1,0,0,0,0,0,0,0,0,0,0,0
"A 20-year-old woman died from the Johnson&Johnson Janssen vaccine https://t.co/KAc0dvN2Dr She died twice, from blood clots AND bleeding in the brain, at the same time. 120,000 people were vaccinated with J&J in Slovenia. Slovenia stopped the campaign with J&J.",0,0,0,0,0,0,0,0,1,0,0,0
"F#ck off. Moderna Publishes COVID-19 Vaccine Trial ""Blueprint"" To Quiet Concerns About Rushed Approval | Zero Hedge https://t.co/ef9oxlkon2",0,0,0,0,0,0,1,0,0,0,0,0
@dbongino Food for thought. CDC official number says 0.26% death rate for those INFECTED.   Fluzone (most common flu vaccine) says in its insert that 0.5%  die from complications ....  Flu shot is more deadly than COVID-19. Let that sink in,0,0,0,0,0,0,0,0,1,0,0,0
"@BillGates We DO NOT CONSENT to your depopulation agenda! You can keep your vaccine, we won't be using it!",0,0,0,1,0,0,0,0,0,0,0,0
"@themanof68 What progress 😏? mRNA Moderna high risk of adverse effects, Oxford vax neither prevents transmission nor infection. They should drop this nonsense and stick to HCQ, Ivm, Budesonide, Zn etc,,,",0,0,0,0,0,0,0,0,1,1,0,0
With SARS being more infectious nothing was shut down. Shutting down due to COVID didn't help anything. Masks should be worn BUT that's it. Vaccines do not work.. microchips are present but not in the vaccine. The microchip is in the nasal swab to test for COVID.,0,0,0,0,0,0,0,0,0,1,0,0
@amazon bribing employees here in Tulsa with 2 days off and 80.00 to get the covid vaccine.... what a joke #viral #amazon #COVID19 #covid #COVIDVaccine #Tulsa #Oklahoma #news @cityoftulsagov @tulsaworld,0,0,0,0,0,0,0,0,0,0,0,1
@LisaCheshireUK @AlgorithmDancer mRNA has never been used on humans until 2020. Do you seriously not question why its been around 30 yrs without once being tested on a human? Moderna has never even made a vaccine for humans before. This vaccine is only even able to be used through an emergency use clause.,0,0,0,0,0,0,1,0,0,0,0,0
Russia announce the release of a covid vaccine before being tested. Now @realDonaldTrump is releasing an untested vaccine. Coincidence? Not likely. Everything #TrumpPence2020 do is inline with Putin.,0,0,0,0,0,0,1,0,0,0,0,0
"And he has the nerve to call vaccine sceptics ""nuts"". Johnson is stark raving mad and extremely dangerous. If he's not removed (along with half of his cabinet, including Psycho Hancock), he will almost certainly destroy this country, no ifs not buts.",0,0,0,0,1,0,0,0,0,0,0,0
@Order_of_mango @JSolomon25 @Cernovich Yet the pharmaceutical companies excluded all of the vulnerable people from their COVID vaccine trials. They only tested it on healthy people stupid enough to volunteer to be a human lab rat. These are people who would not even have symptoms if they got COVID🙄.,0,0,0,0,0,0,1,0,0,0,0,0
"Heart Inflammation after Vaccine? under investigation https://t.co/1MsNYw4B6R CDC did not specify which vaccines. Israel ... a small number of cases of heart inflammation in people who had received Pfizer, though it had not yet drawn any conclusions. Most among at up to age 30.",0,0,0,0,0,0,0,0,1,0,0,0
@P_Ailean @markcf83 @AwakeNotAwoken It's for depopulation. Professor John Bell of Oxford Astra Zenica admitted that 60 - 70% of people taking it will become sterile and once you take the vaccine you can't be unvaccinated.,0,0,0,1,0,0,0,0,1,0,0,0
"Were they not expecting these things to happen after just throwing it out. They still haven't found a cure for cancer or a cure as they say ""for the common cold"" FDA investigating allergic reactions to Pfizer vaccine reported in multiple states https://t.co/9mCE9TjXrV",0,0,0,0,0,0,0,0,1,0,0,0
@pfizer We're no fools...Announcing this after the election? @realDonaldTrump will be reelected anyways and you can keep your #vaccine there is no hurry now! https://t.co/WcZARcqkAw,0,0,0,0,1,0,0,0,0,0,0,0
"@NEWS1130 No doubt a lot of money will be made with fraudulent card attesting to being immunized. Remembering of course, the Johnson & Johnson vaccine is a ONE time injection, not two. USA has had that vaccine administered all over the USA.",0,0,1,0,0,0,0,0,0,0,0,0
Moderna needs to test their vaccine on DEMOCRATS first.  I don't trust any Gates/Fauci concoction!,0,0,1,0,1,0,0,0,0,0,0,0
"@MalibuStacyMPH @ProVaxx2 @DrPanMD Additionally This year alone, the National Vaccine Injury Compensation Program (NVICP) has paid out over $206 million in damages due to vaccine injuries & deaths. If vaccine don’t injure?",0,0,0,0,0,0,0,0,1,0,0,0
"@trapperjohn151 81y♀️#ALS #Pfizer #CovidVaccine #VAERS ""My mother was perfectly healthy for her age which can be attested to by her Internist noted here in. Within 10 days of the vaccine the symptoms of Bulbar onset ALS started appearing."" https://t.co/d9KGJgcd0h",0,0,0,0,0,0,0,0,1,0,0,0
@sam_m54 @FDA_Drug_Info 💰💰💰💰💰💰💰💰 Fauci owns stock in Gilead and Moderna. He hired Surgisphere to write a phony study on HCQ. The Lancet recently retracted the entire study for FRAUD! Yay Fraudulent Fucking Murderous Fauci🤬 https://t.co/EiXsgkAgq8,0,0,1,0,0,0,0,0,0,0,0,0
@GMB @EvePollard1 It’s common sense to take 10 years on average to test a new vaccine before infecting the population and risking huge health issues. Look at swine flu for an example of how rushing a vaccine for a virus with a tiny mortality ends! Covid has 99.96% survival FFS!,1,0,0,0,0,0,1,0,0,0,0,0
"Health Canada approves use of AstraZeneca's COVID-19 vaccine | CBC News https://t.co/3VBuPtT7v9 The department's regulators have authorized the shot for use in all adults 18 and older, finding the shot had an estimated efficacy rate of 62 per cent. ONLY 62% folks , i won't get it",0,0,0,0,0,0,0,0,0,1,0,0
"@jaylenbell012 Obviously not. You get a flu vaccine and still have a chance of getting the flu, it’s like any other vaccine. I know I can still get COVID and spread it, that is why I’m still being as safe as possible- wearing my mask, leaving my house for essentials only, social distancing, etc",0,0,0,0,0,0,0,0,0,1,0,0
"@Sassychickie Have you noticed that a lot of the re-runs of law and order are along the same line of the Covid-19 argument. Today, measles. They won that argument and students must get the vaccine to enter school. They have already proven than can control us. I had measles before the vaccine.",0,1,0,0,0,0,0,0,1,0,0,0
